Teks,label,clean_text,normal_text,removedsw_text,stemmed_text,tokenized_text
tes toefl di balai bisa weekend ga?,0,tes toefl di balai bisa weekend ga,tes toefl di balai bisa weekend tidak,tes toefl balai weekend,tes toefl balai weekend,"['tes', 'toefl', 'balai', 'weekend']"
"Tiga kali juga dil, april, juli, sama okt",0,tiga kali juga dil april juli sama okt,tiga kali juga dil april juli sama okt,tiga kali dil april juli sama okt,tiga kali dil april juli sama okt,"['tiga', 'kali', 'dil', 'april', 'juli', 'sama', 'okt']"
nama1 udah diperpus nama1.. yuk kesini tika tugu diperpus ya,0,nama udah diperpus nama yuk kesini tika tugu diperpus ya,nama sudah diperpus nama ayo kesini tika tugu diperpus iya,nama diperpus nama ayo kesini tika tugu diperpus iya,nama pus nama ayo kesini tika tugu pus iya,"['nama', 'pus', 'nama', 'ayo', 'kesini', 'tika', 'tugu', 'pus', 'iya']"
nama1  kalau kelompok sistem pembelajaran bhs jepang itu siapa ajaa?,0,nama kalau kelompok sistem pembelajaran bhs jepang itu siapa ajaa,nama kalau kelompok sistem pembelajaran bhs jepang itu siapa ajaa,nama kalau kelompok sistem pembelajaran bhs jepang siapa ajaa,nama kalau kelompok sistem ajar bhs jepang siapa ajaa,"['nama', 'kalau', 'kelompok', 'sistem', 'ajar', 'bhs', 'jepang', 'siapa', 'ajaa']"
nama1 kemaren kamera dan handycam waktu msceis pake kamera siapa aj?,0,nama kemaren kamera dan handycam waktu msceis pake kamera siapa aj,nama kemarin kamera dan handycam waktu msceis pakai kamera siapa saja,nama kemarin kamera handycam waktu msceis pakai kamera siapa,nama kemarin kamera handycam waktu msceis pakai kamera siapa,"['nama', 'kemarin', 'kamera', 'handycam', 'waktu', 'msceis', 'pakai', 'kamera', 'siapa']"
TOPUP pulsa Rp50000 berhasil via transfer ATM BNI kode trx 01123190427523627. Pulsa anda saat ini Rp 54205. Terima kasih telah menggunakan INDOSAT OOREDOO,0,topup pulsa rp berhasil via transfer atm bni kode trx  pulsa anda saat ini rp  terima kasih telah menggunakan indosat ooredoo,topup pulsa rp berhasil via transfer atm bni kode trx pulsa anda saat ini rp terima kasih telah menggunakan indosat ooredoo,topup pulsa rp berhasil via transfer atm bni kode trx pulsa saat rp terima kasih menggunakan indosat ooredoo,topup pulsa rp hasil via transfer atm bni kode trx pulsa saat rp terima kasih guna indosat ooredoo,"['topup', 'pulsa', 'rp', 'hasil', 'via', 'transfer', 'atm', 'bni', 'kode', 'trx', 'pulsa', 'saat', 'rp', 'terima', 'kasih', 'guna', 'indosat', 'ooredoo']"
"Tp aku gak tertarik gt sih diperusahaan itu, org it nya baru satu ",0,tp aku gak tertarik gt sih diperusahaan itu org it nya baru satu,tapi aku tidak tertarik begitu sih diperusahaan itu orang it nya baru satu,aku tertarik sih diperusahaan orang it nya baru satu,aku tarik sih usaha orang it nya baru satu,"['aku', 'tarik', 'sih', 'usaha', 'orang', 'it', 'nya', 'baru', 'satu']"
Tp aku masih lucu ngebayangin kalian pacaran teh hahahaha,0,tp aku masih lucu ngebayangin kalian pacaran teh hahahaha,tapi aku masih lucu ngebayangin kalian pacaran kakak perempuan hahahaha,aku lucu ngebayangin kalian pacaran kakak perempuan hahahaha,aku lucu ngebayangin kalian pacar kakak perempuan hahahaha,"['aku', 'lucu', 'ngebayangin', 'kalian', 'pacar', 'kakak', 'perempuan', 'hahahaha']"
Tp baru tau teori doang sih...... Da blm ngerasain yg rumit2,0,tp baru tau teori doang sih da blm ngerasain yg rumit,tapi baru tahu teori saja sih da belum ngerasain yang rumit,baru tahu teori sih da ngerasain rumit,baru tahu teori sih da ngerasain rumit,"['baru', 'tahu', 'teori', 'sih', 'da', 'ngerasain', 'rumit']"
Tp belum pasti ya. Kalau ada temen mah mau. Soalnya ga ada halangan untuk hdr kyknya hihi,0,tp belum pasti ya kalau ada temen mah mau soalnya ga ada halangan untuk hdr kyknya hihi,tapi belum pasti iya kalau ada teman mah mau soalnya tidak ada halangan untuk hdr kyknya hihi,belum iya kalau teman mah mau soalnya ada halangan hdr kyknya hihi,belum iya kalau teman mah mau soal ada halang hdr kyknya hihi,"['belum', 'iya', 'kalau', 'teman', 'mah', 'mau', 'soal', 'ada', 'halang', 'hdr', 'kyknya', 'hihi']"
Tp berapa lama lagi ya Pak?,0,tp berapa lama lagi ya pak,tapi berapa lama lagi iya pak,berapa lama iya pak,berapa lama iya pak,"['berapa', 'lama', 'iya', 'pak']"
Tp klo jd mmber mh bsa lbh murah dil,0,tp klo jd mmber mh bsa lbh murah dil,tapi kalau jadi mmber mh bisa lbh murah dil,kalau jadi mmber mh lbh murah dil,kalau jadi mmber mh lbh murah dil,"['kalau', 'jadi', 'mmber', 'mh', 'lbh', 'murah', 'dil']"
Traveloka.com: Your e-ticket summary 25-07-2016/15:30/XPRESS XN-738/PDG-BDO/DZZZZ Total: 1 passenger(s),0,traveloka com your e ticket summary      xpress xn  pdg bdo dzzzz total  passenger s,traveloka com your e ticket summary xpress xn pdg bdo dzzzz total passenger s,traveloka com your e ticket summary xpress xn pdg bdo dzzzz total passenger s,traveloka com your e ticket summary xpress xn pdg bdo dzzzz total passenger s,"['traveloka', 'com', 'your', 'e', 'ticket', 'summary', 'xpress', 'xn', 'pdg', 'bdo', 'dzzzz', 'total', 'passenger', 's']"
Tunggu aja dulu di lobi bawah kalo saya belum datang ya...,0,tunggu aja dulu di lobi bawah kalo saya belum datang ya,tunggu saja dulu di lobi bawah kalau saya belum datang iya,tunggu dulu lobi bawah kalau belum datang iya,tunggu dulu lobi bawah kalau belum datang iya,"['tunggu', 'dulu', 'lobi', 'bawah', 'kalau', 'belum', 'datang', 'iya']"
Udah aa aa semua sih. Makan mah sama cewek2. Lupa ih mukanya dy aku gak bisa nginget wajah hahaha,0,udah aa aa semua sih makan mah sama cewek lupa ih mukanya dy aku gak bisa nginget wajah hahaha,sudah aa aa semua sih makan mah sama cewek lupa ih mukanya dia aku tidak bisa nginget wajah hahaha,aa aa semua sih makan mah sama cewek lupa ih mukanya aku bisa nginget wajah hahaha,aa aa semua sih makan mah sama cewek lupa ih muka aku bisa nginget wajah hahaha,"['aa', 'aa', 'semua', 'sih', 'makan', 'mah', 'sama', 'cewek', 'lupa', 'ih', 'muka', 'aku', 'bisa', 'nginget', 'wajah', 'hahaha']"
"udah di benerin, kamu jangan sync dulu. backup filenya baru sync terus push dengan file kamu.",0,udah di benerin kamu jangan sync dulu backup filenya baru sync terus push dengan file kamu,sudah di benerin kamu jangan sync dulu backup filenya baru sync terus push dengan file kamu,di benerin kamu jangan sync dulu backup filenya baru sync terus push file kamu,di benerin kamu jangan sync dulu backup filenya baru sync terus push file kamu,"['di', 'benerin', 'kamu', 'jangan', 'sync', 'dulu', 'backup', 'filenya', 'baru', 'sync', 'terus', 'push', 'file', 'kamu']"
"Udah di beres2in, tp lampu depannya ada yg mati kl gasalah",0,udah di beresin tp lampu depannya ada yg mati kl gasalah,sudah di membereskan tapi lampu depannya ada yang mati kalau gasalah,di membereskan lampu depannya yang mati kalau gasalah,di beres lampu depan yang mati kalau gasalah,"['di', 'beres', 'lampu', 'depan', 'yang', 'mati', 'kalau', 'gasalah']"
Udah lama ga bimbingan 😂,0,udah lama ga bimbingan,sudah lama tidak bimbingan,lama bimbingan,lama bimbing,"['lama', 'bimbing']"
Udh teh kata bapa bsk kekantor cuman blm dbls lg jamber.. jd blm pasti jg,0,udh teh kata bapa bsk kekantor cuman blm dbls lg jamber jd blm pasti jg,sudah kakak perempuan kata bapa besok kekantor Cuma belum dbls lagi jamber jadi belum pasti juga,kakak perempuan kata bapa besok kekantor Cuma dbls jamber jadi pasti,kakak perempuan kata bapa besok kantor cuma dbls jamber jadi pasti,"['kakak', 'perempuan', 'kata', 'bapa', 'besok', 'kantor', 'cuma', 'dbls', 'jamber', 'jadi', 'pasti']"
"nama1, ntar bilang aja ke kaka kamu, pas instal ulang gagal ngeformat C nya, ada error tpi semua data di C nya udah keformat. Pas mau nyoba instal windows nya, muncul error yg sama, error code 0x80070057. Kemungkinan ada yg rusak di harddisk nya.",0,nama ntar bilang aja ke kaka kamu pas instal ulang gagal ngeformat c nya ada error tpi semua data di c nya udah keformat pas mau nyoba instal windows nya muncul error yg sama error code x kemungkinan ada yg rusak di harddisk nya,nama sebentar bilang saja ke kakak kamu pas instal ulang gagal ngeformat c nya ada error tapi semua data di c nya sudah keformat pas mau nyoba instal windows nya muncul error yang sama error code x kemungkinan ada yang rusak di harddisk nya,nama sebentar bilang ke kakak kamu pas instal ulang gagal ngeformat c nya error semua data c nya keformat pas mau nyoba instal windows nya muncul error sama error code x kemungkinan yang rusak harddisk nya,nama sebentar bilang ke kakak kamu pas instal ulang gagal ngeformat c nya error semua data c nya format pas mau nyoba instal windows nya muncul error sama error code x mungkin yang rusak harddisk nya,"['nama', 'sebentar', 'bilang', 'ke', 'kakak', 'kamu', 'pas', 'instal', 'ulang', 'gagal', 'ngeformat', 'c', 'nya', 'error', 'semua', 'data', 'c', 'nya', 'format', 'pas', 'mau', 'nyoba', 'instal', 'windows', 'nya', 'muncul', 'error', 'sama', 'error', 'code', 'x', 'mungkin', 'yang', 'rusak', 'harddisk', 'nya']"
Untuk ayam bakar atau rica rica brp Pak?,0,untuk ayam bakar atau rica rica brp pak,untuk ayam bakar atau rica rica berapa pak,ayam bakar rica rica berapa pak,ayam bakar rica rica berapa pak,"['ayam', 'bakar', 'rica', 'rica', 'berapa', 'pak']"
"untuk dwm soal klasifikasi, algoritma yang menjadi dasar adalah random forest dengan akurasi model kira2 0.8. Setelah menggunakan data test (data yg saya berikan kemarin di UAS untuk diprediksi), akurasi yg didapat adalah 0.75. Jika mhs mendapat akurasi 0.75 dia akan mendapat nilai maksimal (20point). Akurasi tertinggi 0.77 diperoleh oleh nama1",0,untuk dwm soal klasifikasi algoritma yang menjadi dasar adalah random forest dengan akurasi model kira   setelah menggunakan data test data yg saya berikan kemarin di uas untuk diprediksi akurasi yg didapat adalah   jika mhs mendapat akurasi   dia akan mendapat nilai maksimal point akurasi tertinggi   diperoleh oleh nama,untuk dwm soal klasifikasi algoritma yang menjadi dasar adalah random forest dengan akurasi model kira setelah menggunakan data test data yang saya berikan kemarin di uas untuk diprediksi akurasi yang didapat adalah jika mhs mendapat akurasi dia akan mendapat nilai maksimal point akurasi tertinggi diperoleh oleh nama,dwm soal klasifikasi algoritma menjadi dasar random forest akurasi model kira menggunakan data test data saya berikan kemarin uas diprediksi akurasi didapat jika mhs mendapat akurasi akan mendapat nilai maksimal point akurasi tertinggi diperoleh nama,dwm soal klasifikasi algoritma jadi dasar random forest akurasi model kira guna data test data saya ikan kemarin uas prediksi akurasi dapat jika mhs dapat akurasi akan dapat nilai maksimal point akurasi tinggi oleh nama,"['dwm', 'soal', 'klasifikasi', 'algoritma', 'jadi', 'dasar', 'random', 'forest', 'akurasi', 'model', 'kira', 'guna', 'data', 'test', 'data', 'saya', 'ikan', 'kemarin', 'uas', 'prediksi', 'akurasi', 'dapat', 'jika', 'mhs', 'dapat', 'akurasi', 'akan', 'dapat', 'nilai', 'maksimal', 'point', 'akurasi', 'tinggi', 'oleh', 'nama']"
"Untuk yg kontrak game prog (dan juga dwm): kita jadwalkan untuk ikut Gemastik. Ini kompetisi terbesar antar prodi ilkom/IF, dan kita punya peluang besar untuk bidang ini.",0,untuk yg kontrak game prog dan juga dwm kita jadwalkan untuk ikut gemastik ini kompetisi terbesar antar prodi ilkom if dan kita punya peluang besar untuk bidang ini,untuk yang kontrak game prog dan juga dwm kita jadwalkan untuk ikut gemastik ini kompetisi terbesar antar prodi ilkom if dan kita punya peluang besar untuk bidang ini,yang kontrak game prog juga dwm jadwalkan ikut gemastik kompetisi terbesar antar prodi ilkom if kita punya peluang besar bidang,yang kontrak game prog juga dwm jadwal ikut gemastik kompetisi besar antar prodi ilkom if kita punya peluang besar bidang,"['yang', 'kontrak', 'game', 'prog', 'juga', 'dwm', 'jadwal', 'ikut', 'gemastik', 'kompetisi', 'besar', 'antar', 'prodi', 'ilkom', 'if', 'kita', 'punya', 'peluang', 'besar', 'bidang']"
"Urang mah kayanya dah jumatan, tapi jam 2an. Mau ke pa lala dulu bentar.",0,urang mah kayanya dah jumatan tapi jam an mau ke pa lala dulu bentar,saya mah kayaknya sudah jumatan tapi jam an mau ke apa lala dulu sebentar,mah kayaknya jumatan jam an mau apa lala dulu sebentar,mah kayak jumat jam an mau apa lala dulu sebentar,"['mah', 'kayak', 'jumat', 'jam', 'an', 'mau', 'apa', 'lala', 'dulu', 'sebentar']"
Usul: Anak sospol dan yg berminat turun deh. Pelajari ttg ini,0,usul anak sospol dan yg berminat turun deh pelajari ttg ini,usul anak sosial-politik dan yang berminat turun deh pelajari tentang ini,usul anak sosial-politik yang berminat turun deh pelajari ini,usul anak sosial-politik yang minat turun deh ajar ini,"['usul', 'anak', 'sosial-politik', 'yang', 'minat', 'turun', 'deh', 'ajar', 'ini']"
Waaah keren kang,0,waaah keren kang,waaah keren kang,waaah keren kang,waaah keren kang,"['waaah', 'keren', 'kang']"
Waalaikumsalam. Jumat ya pukul 9.,0,waalaikumsalam jumat ya pukul ,waalaikumsalam jumat iya pukul,waalaikumsalam jumat iya pukul,waalaikumsalam jumat iya pukul,"['waalaikumsalam', 'jumat', 'iya', 'pukul']"
Waalaikumsalamin apa yg dpt saya bantu min?,0,waalaikumsalamin apa yg dpt saya bantu min,waalaikumsalamin apa yang dapat saya bantu min,waalaikumsalamin apa dapat bantu min,waalaikumsalamin apa dapat bantu min,"['waalaikumsalamin', 'apa', 'dapat', 'bantu', 'min']"
Wah iya dy?haha sabar bgt anaknya teh jd we aku yg gtau diri ngomong seenaknya :(,0,wah iya dy haha sabar bgt anaknya teh jd we aku yg gtau diri ngomong seenaknya,wah iya dia tertawa sabar banget anaknya kakak perempuan jadi we aku yang tidak tahu diri bicara seenaknya,wah iya tertawa sabar banget anaknya kakak perempuan jadi we aku tidak tahu diri bicara seenaknya,wah iya tertawa sabar banget anak kakak perempuan jadi we aku tidak tahu diri bicara enak,"['wah', 'iya', 'tertawa', 'sabar', 'banget', 'anak', 'kakak', 'perempuan', 'jadi', 'we', 'aku', 'tidak', 'tahu', 'diri', 'bicara', 'enak']"
wah mantap(ok) btw nge-cc perihal sponsor jg ya osnnya.. semoga yg terbaik utk kemakom,0,wah mantap ok btw nge cc perihal sponsor jg ya osnnya semoga yg terbaik utk kemakom,wah mantap ok ngomong-ngomong nge cc perihal sponsor juga iya osnnya semoga yang terbaik untuk kemakom,wah mantap ngomong-ngomong nge cc perihal sponsor iya osnnya semoga terbaik kemakom,wah mantap ngomong-ngomong nge cc perihal sponsor iya osnnya moga baik kemakom,"['wah', 'mantap', 'ngomong-ngomong', 'nge', 'cc', 'perihal', 'sponsor', 'iya', 'osnnya', 'moga', 'baik', 'kemakom']"
"wah repot kalo asumsinya gitu, kadang ada yg ganti kelompok. biasakan setiap dokumen itu ada nama, klau saya print lalu saya periksanya offline bingung kan mau dimasukkan ke mana kalau gak ada nama satupun.",0,wah repot kalo asumsinya gitu kadang ada yg ganti kelompok biasakan setiap dokumen itu ada nama klau saya print lalu saya periksanya offline bingung kan mau dimasukkan ke mana kalau gak ada nama satupun,wah repot kalau asumsinya begitu kadang ada yang ganti kelompok biasakan setiap dokumen itu ada nama klau saya print lalu saya periksanya offline bingung kan mau dimasukkan ke mana kalau tidak ada nama satupun,wah repot kalau asumsinya kadang yang ganti kelompok biasakan dokumen ada nama klau print lalu periksanya offline bingung kan mau dimasukkan mana kalau ada nama satupun,wah repot kalau asumsi kadang yang ganti kelompok biasa dokumen ada nama klau print lalu periksa offline bingung kan mau masuk mana kalau ada nama satu,"['wah', 'repot', 'kalau', 'asumsi', 'kadang', 'yang', 'ganti', 'kelompok', 'biasa', 'dokumen', 'ada', 'nama', 'klau', 'print', 'lalu', 'periksa', 'offline', 'bingung', 'kan', 'mau', 'masuk', 'mana', 'kalau', 'ada', 'nama', 'satu']"
Waktu itu malas sep hihi. Dilihat jd lebih rapih aja 😆👍,0,waktu itu malas sep hihi dilihat jd lebih rapih aja,waktu itu malas sep hihi dilihat jadi lebih rapih saja,waktu malas sep hihi dilihat jadi lebih rapih,waktu malas sep hihi lihat jadi lebih rapih,"['waktu', 'malas', 'sep', 'hihi', 'lihat', 'jadi', 'lebih', 'rapih']"
Wid jgn plg sebelum ketemu aku. Aku brgkt jam 5 hehe,0,wid jgn plg sebelum ketemu aku aku brgkt jam  hehe,wid jangan paling sebelum ketemu aku aku brgkt jam he,wid jangan paling ketemu aku aku brgkt jam he,wid jangan paling ketemu aku aku brgkt jam he,"['wid', 'jangan', 'paling', 'ketemu', 'aku', 'aku', 'brgkt', 'jam', 'he']"
Wihh nyimper kopernya dmn? Motor gigi kan?,0,wihh nyimper kopernya dmn motor gigi kan,wihh nyimper kopernya dimana motor gigi kan,wihh nyimper kopernya motor gigi kan,wihh nyimper koper motor gigi kan,"['wihh', 'nyimper', 'koper', 'motor', 'gigi', 'kan']"
wisudaan kan hari jumat,0,wisudaan kan hari jumat,wisudaan kan hari jumat,wisudaan kan hari jumat,wisuda kan hari jumat,"['wisuda', 'kan', 'hari', 'jumat']"
"Wkwk tumben kar biasanya masing2 punya sendiri kar, sampe yg sewarna ada 3",0,wkwk tumben kar biasanya masing punya sendiri kar sampe yg sewarna ada ,tertawa tumben kar biasanya masing punya sendiri kar sampai yang sewarna ada,tertawa tumben kar biasanya masing punya sendiri kar yang sewarna,tertawa tumben kar biasa masing punya sendiri kar yang warna,"['tertawa', 'tumben', 'kar', 'biasa', 'masing', 'punya', 'sendiri', 'kar', 'yang', 'warna']"
"Wooh ada yg mau nikah lagi, udah lulus langsung diiket",0,wooh ada yg mau nikah lagi udah lulus langsung diiket,wooh ada yang mau nikah lagi sudah lulus langsung diiket,wooh yang mau nikah sudah lulus langsung diiket,wooh yang mau nikah sudah lulus langsung diiket,"['wooh', 'yang', 'mau', 'nikah', 'sudah', 'lulus', 'langsung', 'diiket']"
Ya ampuun pak jendral wk,0,ya ampuun pak jendral wk,iya ampuun pak jendral tertawa,iya ampuun pak jendral tertawa,iya ampuun pak jendral tertawa,"['iya', 'ampuun', 'pak', 'jendral', 'tertawa']"
"ya masuk aja, belum ada tugas/quiz kok. cuma perlu ngejar dikit. Materinya sekarang sudah sampai location aware app. pertemuan berikutnya masuk ke sensor.",0,ya masuk aja belum ada tugas quiz kok cuma perlu ngejar dikit materinya sekarang sudah sampai location aware app pertemuan berikutnya masuk ke sensor,iya masuk saja belum ada tugas quiz kok cuma perlu ngejar dikit materinya sekarang sudah sampai location aware app pertemuan berikutnya masuk ke sensor,iya masuk belum tugas quiz kok cuma perlu ngejar dikit materinya sekarang sampai location aware app pertemuan berikutnya masuk sensor,iya masuk belum tugas quiz kok cuma perlu ngejar dikit materi sekarang sampai location aware app temu ikut masuk sensor,"['iya', 'masuk', 'belum', 'tugas', 'quiz', 'kok', 'cuma', 'perlu', 'ngejar', 'dikit', 'materi', 'sekarang', 'sampai', 'location', 'aware', 'app', 'temu', 'ikut', 'masuk', 'sensor']"
"ya nggk jd masalh, toh model bisa diload dicontroler mana aja kan?",0,ya nggk jd masalh toh model bisa diload dicontroler mana aja kan,iya nggk jadi masalh toh model bisa diload dicontroler mana saja kan,iya nggk jadi masalh model diload dicontroler mana kan,iya nggk jadi masalh model diload dicontroler mana kan,"['iya', 'nggk', 'jadi', 'masalh', 'model', 'diload', 'dicontroler', 'mana', 'kan']"
Yah saya dikostan temen dil. Hihi,0,yah saya dikostan temen dil hihi,yah saya dikostan teman dil hihi,yah dikostan teman dil hihi,yah dikostan teman dil hihi,"['yah', 'dikostan', 'teman', 'dil', 'hihi']"
"yahh masih lama ya, urgent ini wkwk",0,yahh masih lama ya urgent ini wkwk,yahh masih lama iya urgent ini tertawa,yahh lama iya urgent tertawa,yahh lama iya urgent tertawa,"['yahh', 'lama', 'iya', 'urgent', 'tertawa']"
"Yang ada waktu luang besok pada futsal ya jam 4 di sampoerna, s Jangan ngaret",0,yang ada waktu luang besok pada futsal ya jam  di sampoerna s jangan ngaret,yang ada waktu luang besok pada futsal iya jam di sampoerna s jangan terlambat,ada waktu luang besok futsal iya jam sampoerna s jangan terlambat,ada waktu luang besok futsal iya jam sampoerna s jangan lambat,"['ada', 'waktu', 'luang', 'besok', 'futsal', 'iya', 'jam', 'sampoerna', 's', 'jangan', 'lambat']"
Yang sinonim bukan?,0,yang sinonim bukan,yang sinonim bukan,sinonim bukan,sinonim bukan,"['sinonim', 'bukan']"
"Yaudah gausah babakaran atuh, yg pake kompor aja. Lagian ribet kan nyalain arengnya",0,yaudah gausah babakaran atuh yg pake kompor aja lagian ribet kan nyalain arengnya,ya sudah gausah babakaran kalau begitu yang pakai kompor saja lagian ribet kan nyalain arengnya,sudah gausah babakaran kalau yang pakai kompor lagian ribet kan nyalain arengnya,sudah gausah babakaran kalau yang pakai kompor lagi ribet kan nyalain arengnya,"['sudah', 'gausah', 'babakaran', 'kalau', 'yang', 'pakai', 'kompor', 'lagi', 'ribet', 'kan', 'nyalain', 'arengnya']"
"Yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external aja.. cari temen yang punya case nya.. entar datanya copy-in, paling maneh ngerjain di luar dulu aja ga di laptop itu",0,yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external aja cari temen yang punya case nya entar datanya copy in paling maneh ngerjain di luar dulu aja ga di laptop itu,ya sudah sekarang mah eta harddisk di laptop kamu keluarin terus dijadiin harddisk external saja cari teman yang punya case nya nanti datanya copy in paling kamu ngerjain di luar dulu saja tidak di laptop itu,sudah sekarang mah eta harddisk laptop kamu keluarin terus dijadiin harddisk external cari teman punya case nya datanya copy in paling kamu ngerjain luar dulu tidak laptop,sudah sekarang mah eta harddisk laptop kamu keluarin terus dijadiin harddisk external cari teman punya case nya data copy in paling kamu ngerjain luar dulu tidak laptop,"['sudah', 'sekarang', 'mah', 'eta', 'harddisk', 'laptop', 'kamu', 'keluarin', 'terus', 'dijadiin', 'harddisk', 'external', 'cari', 'teman', 'punya', 'case', 'nya', 'data', 'copy', 'in', 'paling', 'kamu', 'ngerjain', 'luar', 'dulu', 'tidak', 'laptop']"
"yaudah, minta data dummy untuk diagnosa_pasien dong",0,yaudah minta data dummy untuk diagnosa_pasien dong,ya sudah minta data dummy untuk diagnosa_pasien dong,sudah minta data dummy diagnosa_pasien dong,sudah minta data dummy diagnosa pasien dong,"['sudah', 'minta', 'data', 'dummy', 'diagnosa', 'pasien', 'dong']"
"Yg butuh kosan perbulan bisa langsung ditempatin. Lokasi di gang samping gokana setiabudi, khusus cewe jam bebas, bersih, fasilitas kasur sama lemari kunci pegang masing2. Harga 725/bulan. Bisa hub ####  id line: titaniadbl",0,yg butuh kosan perbulan bisa langsung ditempatin lokasi di gang samping gokana setiabudi khusus cewe jam bebas bersih fasilitas kasur sama lemari kunci pegang masing harga  bulan bisa hub id line titaniadbl,yang butuh kosan perbulan bisa langsung ditempatin lokasi di gang samping gokana setiabudi khusus cewek jam bebas bersih fasilitas kasur sama lemari kunci pegang masing harga bulan bisa hub id line titaniadbl,butuh kosan perbulan langsung ditempatin lokasi gang samping gokana setiabudi khusus cewek jam bebas bersih fasilitas kasur sama lemari kunci pegang masing harga bulan hub id line titaniadbl,butuh kosan bulan langsung ditempatin lokasi gang samping gokana setiabudi khusus cewek jam bebas bersih fasilitas kasur sama lemari kunci pegang masing harga bulan hub id line titaniadbl,"['butuh', 'kosan', 'bulan', 'langsung', 'ditempatin', 'lokasi', 'gang', 'samping', 'gokana', 'setiabudi', 'khusus', 'cewek', 'jam', 'bebas', 'bersih', 'fasilitas', 'kasur', 'sama', 'lemari', 'kunci', 'pegang', 'masing', 'harga', 'bulan', 'hub', 'id', 'line', 'titaniadbl']"
"Yg dian ge waktu itu yudisium akhirnya sore2, ga dibarengin sama nondik sampe jam 6kurang keluar yudisium teh",0,yg dian ge waktu itu yudisium akhirnya sore ga dibarengin sama nondik sampe jam kurang keluar yudisium teh,yang dian ge waktu itu yudisium akhirnya sore tidak dibarengin sama nondik sampai jam kurang keluar yudisium kakak perempuan,dian ge waktu yudisium akhirnya sore dibarengin sama nondik jam kurang keluar yudisium kakak perempuan,dian ge waktu yudisium akhir sore dibarengin sama nondik jam kurang keluar yudisium kakak perempuan,"['dian', 'ge', 'waktu', 'yudisium', 'akhir', 'sore', 'dibarengin', 'sama', 'nondik', 'jam', 'kurang', 'keluar', 'yudisium', 'kakak', 'perempuan']"
Yg mau ngampus aku pengen titip bawain SKL aku di prodi😭,0,yg mau ngampus aku pengen titip bawain skl aku di prodi,yang mau pergi ke kampus aku ingin titip bawain sekali aku di prodi,mau pergi kampus aku titip bawain sekali aku prodi,mau pergi kampus aku titip bawain sekali aku prodi,"['mau', 'pergi', 'kampus', 'aku', 'titip', 'bawain', 'sekali', 'aku', 'prodi']"
Yg ragu sm bulet/datar atau yg pgn ikutan debat kusir :v,0,yg ragu sm bulet datar atau yg pgn ikutan debat kusir v,yang ragu sm bulet datar atau yang pgn ikutan debat kusir v,ragu sm bulet datar yang pgn ikutan debat kusir v,ragu sm bulet datar yang pgn ikut debat kusir v,"['ragu', 'sm', 'bulet', 'datar', 'yang', 'pgn', 'ikut', 'debat', 'kusir', 'v']"
Yg sebelah warteg bahri apa sebrangnya? Yg 15,0,yg sebelah warteg bahri apa sebrangnya yg ,yang sebelah warung tegal bahri apa sebrangnya yang,sebelah warung tegal bahri apa sebrangnya,belah warung tegal bahri apa sebrangnya,"['belah', 'warung', 'tegal', 'bahri', 'apa', 'sebrangnya']"
"Yooo sama2, oke nanti aku umumin di grup kelas",0,yooo sama oke nanti aku umumin di grup kelas,yooo sama oke nanti aku umumin di grup kelas,yooo sama oke aku umumin grup kelas,yooo sama oke aku umumin grup kelas,"['yooo', 'sama', 'oke', 'aku', 'umumin', 'grup', 'kelas']"
😁 sebelumnya ga ad nulis kerudung. Kirain warna jins,0,sebelumnya ga ad nulis kerudung kirain warna jins,sebelumnya tidak ada nulis kerudung kirain warna jins,sebelumnya ada nulis kerudung kirain warna jins,belum ada nulis kerudung kirain warna jins,"['belum', 'ada', 'nulis', 'kerudung', 'kirain', 'warna', 'jins']"
Mba mau kirim 300 ya,0,mba mau kirim  ya,mbak mau kirim iya,mbak mau kirim iya,mbak mau kirim iya,"['mbak', 'mau', 'kirim', 'iya']"
nama1  beaok bwrangkat pagi...mau cas atay tranfer?,0,nama beaok bwrangkat pagi mau cas atay tranfer,nama beaok bwrangkat pagi mau cas atay tranfer,nama beaok bwrangkat pagi mau cas atay tranfer,nama beaok bwrangkat pagi mau cas atay tranfer,"['nama', 'beaok', 'bwrangkat', 'pagi', 'mau', 'cas', 'atay', 'tranfer']"
No bri atas nama kamu mana,0,no bri atas nama kamu mana,nomor bri atas nama kamu mana,nomor bri atas nama kamu mana,nomor bri atas nama kamu mana,"['nomor', 'bri', 'atas', 'nama', 'kamu', 'mana']"
